Libellé Gare	Voyageurs	Commune	Département	coordonnees_geographiques
Morières-lès-Avignon	O	Morières-lès-Avignon	Vaucluse	"43.9414496684,4.90836320233"
Carpentras	N	Carpentras	Vaucluse	"44.0489490868,5.04389048847"
Les Milles	N	Aix-en-Provence	Bouches-du-Rhône	"43.5028068688,5.38265068231"
Aix-en-Provence-Marchandises	N	Aix-en-Provence	Bouches-du-Rhône	"43.4918715519,5.36967576048"
Golfe-Juan-Vallauris	O	Vallauris	Alpes-Maritimes	"43.565961653,7.07288890475"
Juan-les-Pins	O	Antibes	Alpes-Maritimes	"43.5710044392,7.11156779101"
Antibes	O	Antibes	Alpes-Maritimes	"43.5858866638,7.11922538394"
Biot	O	Antibes	Alpes-Maritimes	"43.6108995174,7.12642008179"
Cagnes-sur-Mer	O	Cagnes-sur-Mer	Alpes-Maritimes	"43.6576629378,7.14833659754"
Cros-de-Cagnes	O	Cagnes-sur-Mer	Alpes-Maritimes	"43.6604583003,7.16700549747"
Nice-St-Augustin	O	Nice	Alpes-Maritimes	"43.6706743363,7.21644667755"
Nice-Ville	O	Nice	Alpes-Maritimes	"43.7047928814,7.26174235752"
Villefranche-sur-Mer	O	Villefranche-sur-Mer	Alpes-Maritimes	"43.7069522457,7.31416398929"
Menton	O	Menton	Alpes-Maritimes	"43.7745575414,7.49310529775"
Marseille-St-Charles	O	Marseille-01	Bouches-du-Rhône	"43.3028821962,5.38088156457"
Le Luc-et-Le Cannet	O	Le Cannet-des-Maures	Var	"43.3902512734,6.34317176217"
Puget-sur-Argens	N	Puget-sur-Argens	Var	"43.4540866492,6.68231073559"
Fréjus-St-Raphaël	O	Fréjus	Var	"43.4287476016,6.75538251443"
La Seyne-Tamaris-sur-Mer	O	La Seyne-sur-Mer	Var	"43.1170142552,5.87686082941"
La Pauline-Hyères	O	La Garde	Var	"43.1367969448,6.03550787394"
Puget-Ville	O	Puget-Ville	Var	"43.2827076333,6.13807130021"
Miramas	O	Miramas	Bouches-du-Rhône	"43.5809187235,4.99949264052"
Marseille-Maritime-Arenc	N	Marseille-02	Bouches-du-Rhône	"43.3212159796,5.36322516745"
Marseille-Maritime-Canet	N	Marseille-14	Bouches-du-Rhône	"43.3290848912,5.36901811449"
La Crau	O	La Crau	Var	"43.1448722384,6.06874310112"
Cannes-la-Bocca	O	Cannes	Alpes-Maritimes	"43.5485164385,6.98601972302"
La Frayère	O	Cannes	Alpes-Maritimes	"43.5580983977,6.97215201257"
Peillon-Ste-Thècle	O	Peillon	Alpes-Maritimes	"43.7679262442,7.36686014609"
L'Ariane	O	La Trinité	Alpes-Maritimes	"43.7342701771,7.30232056744"
St-Dalmas-de-Tende	O	Tende	Alpes-Maritimes	"44.0555849444,7.58353939344"
Breil-sur-Roya	O	Breil-sur-Roya	Alpes-Maritimes	"43.9440496141,7.51631342731"
Limone	O	Limone	Italie	"44.1529891143,7.56996964262"
Sucy-Bonneuil	N	Sucy-en-Brie	Val-de-Marne	"48.7716145325,2.50769642038"
Bondy	O	Bondy	Seine-St-Denis	"48.894395412,2.47729296406"
Épinay-sur-Seine TT	O	Épinay-sur-Seine	Seine-St-Denis	"48.9542638444,2.30187527674"
Épinay-sur-Seine	O	Épinay-sur-Seine	Seine-St-Denis	"48.9540571445,2.30236600273"
St-Ouen-Garibaldi	N	St-Ouen	Seine-St-Denis	"48.9070193867,2.32976455119"
Clichy-Levallois	O	Levallois-Perret	Hauts-de-Seine	"48.8979541009,2.29743687734"
Bécon-les-Bruyères	O	Bois-Colombes	Hauts-de-Seine	"48.9076659126,2.26425303637"
La Garenne-Colombes	O	Colombes	Hauts-de-Seine	"48.9096975849,2.23980945452"
Pont-Cardinet	O	Paris-17	Paris	"48.887783356,2.31463148797"
Chatelet-les-Halles	O	Paris-01	Paris	"48.8597947456,2.34808831042"
Roquesérière	O	Buzet-sur-Tarn	Haute-Garonne	"43.7509299714,1.61915325585"
Montastruc-la-Conseillère	O	Montastruc-la-Conseillère	Haute-Garonne	"43.716216055,1.59909628001"
Montrabé	O	Montrabé	Haute-Garonne	"43.644805933,1.52508870889"
Bétaille	O	Bétaille	Lot	"44.9424287756,1.73468591546"
Boisset (Cantal)	O	Boisset	Cantal	"44.7856328845,2.24957361891"
Montpaon	O	Fondamente	Aveyron	"43.868444642,3.10969491806"
Sévérac-le-Château	O	Sévérac-le-Château	Aveyron	"44.3258834036,3.05623383327"
Campagnac-St-Geniez	O	Campagnac	Aveyron	"44.4220000916,3.06623030763"
St-Flour-Chaudes-Aigues	O	St-Flour	Cantal	"45.0349715199,3.10614347776"
Ribaute-les-Lieuran	N	Lieuran-lès-Béziers	Hérault	"43.4004087591,3.22998252123"
Bédarieux	O	Bédarieux	Hérault	"43.6086138677,3.14967897742"
Lunas	O	Lunas	Hérault	"43.7095422035,3.19489051378"
Les Cabrils	O	Roqueredonde	Hérault	"43.7795601593,3.18619244277"
Chirac	O	Chirac	Lozère	"44.5243760106,3.26389858712"
St-Sauveur-de-Peyre	N	St-Sauveur-de-Peyre	Lozère	"44.660585836,3.3062220227"
Bagnols-Chadenet	O	Chadenet	Lozère	"44.5286138955,3.628354123"
Belvezet	O	Belvezet	Lozère	"44.5617552446,3.75180747279"
Cahors	O	Cahors	Lot	"44.4489723969,1.43279953496"
Laissac	O	Laissac	Aveyron	"44.3750538542,2.82231186416"
Tournemire-Roquefort	O	Tournemire	Aveyron	"43.9699818963,3.01659136269"
Colombiers	N	Colombiers	Hérault	"43.3188558068,3.14016176099"
Paraire	O	Rodez	Aveyron	"44.3505075693,2.55811296363"
Albi-Ville	O	Albi	Tarn	"43.9223469962,2.13778464001"
Tanus	O	Tanus	Tarn	"44.1006330822,2.31594937984"
Castres (Tarn)	O	Castres	Tarn	"43.5991176358,2.23115205953"
Tessonnières	O	Gaillac	Tarn	"43.9287437792,1.93791287235"
Vigneux-sur-Seine	O	Vigneux-sur-Seine	Essonne	"48.7084287513,2.41448537156"
Évry	O	Évry	Essonne	"48.6346080209,2.45214565193"
La Ferté-Alais	O	La Ferté-Alais	Essonne	"48.4847773318,2.35203582107"
Boutigny	O	Boutigny-sur-Essonne	Essonne	"48.4349216455,2.3762088842"
Montargis	O	Montargis	Loiret	"48.0069223533,2.74310106568"
Le Plessis-Chenet	O	Le Coudray-Montceaux	Essonne	"48.5737862197,2.47957538751"
Ponthierry-Pringy	O	St-Fargeau-Ponthierry	Seine-et-Marne	"48.5349965234,2.54506067945"
Boissise-le-Roi	O	Boissise-le-Roi	Seine-et-Marne	"48.5291653938,2.57344986305"
Melun	O	Melun	Seine-et-Marne	"48.5278479516,2.65335157171"
Chartrettes	O	Chartrettes	Seine-et-Marne	"48.4870364361,2.69510885386"
Vulaines-sur-Seine-Samoreau	O	Vulaines-sur-Seine	Seine-et-Marne	"48.4305686398,2.75307131535"
La Grande-Paroisse	O	La Grande-Paroisse	Seine-et-Marne	"48.3787650074,2.89722681071"
La Chapelle-la-Reine	N	La Chapelle-la-Reine	Seine-et-Marne	"48.3220645286,2.56747279703"
Moulins-sur-Allier	O	Moulins	Allier	"46.5612345193,3.33918460108"
Roanne	O	Roanne	Loire	"46.0393696175,4.06306753604"
La Fouillouse	O	La Fouillouse	Loire	"45.4974733202,4.31733923964"
Grand-Croix	N	St-Paul-en-Jarez	Loire	"45.4954982766,4.56260663422"
Rive-de-Gier	O	Rive-de-Gier	Loire	"45.5244108045,4.60659060849"
Dordives	O	Dordives	Loiret	"48.1473164312,2.76253592246"
Myennes	N	Myennes	Nièvre	"47.4502941466,2.93132553091"
La Charité	O	La Charité-sur-Loire	Nièvre	"47.1799612095,3.02408196918"
Fourchambault	O	Fourchambault	Nièvre	"47.0189436979,3.08735429021"
Nevers	O	Nevers	Nièvre	"46.9873201786,3.15051569422"
Sampanges	N	Gimouille	Nièvre	"46.9438829296,3.11420293285"
Givors-Ville	O	Givors	Rhône	"45.5851191153,4.76592683822"
Givors-Canal	O	Givors	Rhône	"45.5960679571,4.77237523926"
Vernaison	O	Vernaison	Rhône	"45.645514012,4.81352175959"
Oullins	O	Oullins	Rhône	"45.7175636715,4.81325836626"
Lyon-Perrache-Marchandises	N	Lyon-02	Rhône	"45.7462642497,4.82216866202"
Lyon-St-Clair	N	Caluire-et-Cuire	Rhône	"45.7911269655,4.86211355972"
Laroche-Migennes	O	Migennes	Yonne	"47.960840273,3.5129403209"
Cravant-Bazarnes	O	Bazarnes	Yonne	"47.6795452148,3.68085584411"
Cordesse-Igornay	O	Cordesse	Saône-et-Loire	"47.0509796251,4.3429885081"
Cravant-Bazarnes	O	Bazarnes	Yonne	"47.6795452148,3.68085584411"
Accolay	O	Accolay	Yonne	"47.6593295144,3.71420517873"
Lucy-sur-Cure-Bessy	O	Lucy-sur-Cure	Yonne	"47.6281158101,3.74593581562"
Sermizelles-Vézelay	O	Givry	Yonne	"47.528866954,3.79289458245"
Maison-Dieu (Yonne)	O	Sceaux	Yonne	"47.5029298156,4.02133621734"
Sougy	O	Sougy-sur-Loire	Nièvre	"46.8344122359,3.39062795673"
Cercy-la-Tour	O	Cercy-la-Tour	Nièvre	"46.8577067223,3.64498940099"
St-Gilles (Saône-et-Loire)	O	St-Gilles	Saône-et-Loire	"46.8804831923,4.65984196024"
Corbigny	O	Corbigny	Nièvre	"47.2548922298,3.67718473742"
Paray-le-Monial	O	Paray-le-Monial	Saône-et-Loire	"46.4470105648,4.11350667987"
Moulins-sur-Allier	O	Moulins	Allier	"46.5612345193,3.33918460108"
Charlieu	N	Charlieu	Loire	"46.159348392,4.16697172135"
Francheville	O	Francheville	Rhône	"45.731708282,4.77041127231"
Brignais	O	Brignais	Rhône	"45.6737152947,4.76384912506"
Civrieux-d'Azergues	O	Civrieux-d'Azergues	Rhône	"45.8591327017,4.71842642011"
La Clayette-Baudemont	O	Baudemont	Saône-et-Loire	"46.288191385,4.29840054552"
Pont-de-Veyle	O	Crottet	Ain	"46.2689147073,4.89089286118"
Montrond-les-Bains	O	Montrond-les-Bains	Loire	"45.6443982444,4.24918609451"
La Tour-de-Salvagny	O	La Tour-de-Salvagny	Rhône	"45.7997023676,4.71678427761"
Pontcharra-St-Forgeux	O	Pontcharra-sur-Turdine	Rhône	"45.8715051779,4.4928741381"
L'Arbresle	O	L'Arbresle	Rhône	"45.833319455,4.61914826466"
Chazay-Marcilly	O	Marcilly-d'Azergues	Rhône	"45.8731048097,4.72538163174"
Montbrison	O	Montbrison	Loire	"45.6045334998,4.07854294382"
Andrézieux	O	Andrézieux-Bouthéon	Loire	"45.521627175,4.25525189578"
St-Just-sur-Loire	N	St-Just-St-Rambert	Loire	"45.510309012,4.27924841751"
Clermont-Ferrand	O	Clermont-Ferrand	Puy-de-Dôme	"45.7784990496,3.10037919673"
Pont-du-Château	O	Pont-du-Château	Puy-de-Dôme	"45.7884759471,3.23782446928"
Lezoux	O	Lezoux	Puy-de-Dôme	"45.8211129871,3.38606408549"
St-Yorre	N	St-Yorre	Allier	"46.0617836652,3.46106492508"
Puy-Guillaume	N	Puy-Guillaume	Puy-de-Dôme	"45.9575351837,3.47392898351"
Vertolaye	N	Vertolaye	Puy-de-Dôme	"45.6430458227,3.7054234727"
Marsac-en-Livradois	N	Marsac-en-Livradois	Puy-de-Dôme	"45.4820101964,3.72487217681"
La Ferté-Hauterive	N	La Ferté-Hauterive	Allier	"46.3901858031,3.35443801843"
St-Pourçain-sur-Sioule	N	St-Pourçain-sur-Sioule	Allier	"46.3050352051,3.29908574081"
Gannat	O	Gannat	Allier	"46.0976178635,3.20486521975"
St-Germain-des-Fossés	O	St-Germain-des-Fossés	Allier	"46.2090116909,3.43050776828"
Génolhac	O	Génolhac	Gard	"44.3472768734,3.95165351201"
Ste-Cécile-d'Andorge	O	Ste-Cécile-d'Andorge	Gard	"44.2550876387,3.97574225749"
Fons-St-Mamert	O	Fons	Gard	"43.9072610262,4.20674139758"
Paulhaguet	O	Salzuit	Haute-Loire	"45.2104029463,3.50032127803"
Alleyras	O	Alleyras	Haute-Loire	"44.9187998831,3.67331356092"
Loubaresse	N	Loubaresse	Cantal	"44.9231146777,3.21696090143"
Faugères	N	Faugères	Hérault	"43.5580762216,3.17969232285"
Les Salelles	O	Les Salelles	Lozère	"44.4831452182,3.27974253665"
Chanac	O	Esclanèdes	Lozère	"44.4740883801,3.34556372179"
Mende	O	Mende	Lozère	"44.5224117072,3.50191890899"
Sévérac-le-Château	O	Sévérac-le-Château	Aveyron	"44.3258834036,3.05623383327"
Balaruc	N	Balaruc-les-Bains	Hérault	"43.4475211883,3.69373604699"
Florensac	N	St-Thibéry	Hérault	"43.38870336,3.43452142943"
Lézignan-la-Cèbe	N	Lézignan-la-Cèbe	Hérault	"43.4941512657,3.43502204247"
Sallèles-d'Aude	N	Sallèles-d'Aude	Aude	"43.2623918444,2.94615564242"
Naucelle	O	Naucelle	Aveyron	"44.1859130849,2.3637187825"
Baraqueville-Carcenac-Peyralès	O	Baraqueville	Aveyron	"44.270603189,2.42814392802"
Castres (Tarn)	O	Castres	Tarn	"43.5991176358,2.23115205953"
Labruguière	O	Labruguière	Tarn	"43.5424619051,2.25940936789"
Les Cauquillous	O	Lavaur	Tarn	"43.7341347764,1.75456642483"
Lavaur	O	Lavaur	Tarn	"43.7035591459,1.813114928"
Montauban-Ville-Bourbon	O	Montauban	Tarn-et-Garonne	"44.0141953318,1.3411272417"
Juvisy	O	Juvisy-sur-Orge	Essonne	"48.6898003395,2.38241353288"
Grigny-Val-de-Seine	N	Grigny	Essonne	"48.6685122742,2.39680056358"
Ballancourt	O	Ballancourt-sur-Essonne	Essonne	"48.5322220897,2.37118500772"
Boigneville	O	Boigneville	Essonne	"48.34215967,2.37903899685"
Auxy-Juranville	N	Auxy	Loiret	"48.0871343376,2.48429172928"
Vernou-sur-Seine	O	Vernou-la-Celle-sur-Seine	Seine-et-Marne	"48.3863628421,2.84261135134"
Montereau	O	Montereau-Fault-Yonne	Seine-et-Marne	"48.3797761506,2.94128673672"
Varennes-sur-Allier	O	Varennes-sur-Allier	Allier	"46.3153167893,3.39406093242"
Vendranges-St-Priest	N	St-Priest-la-Roche	Loire	"45.9275157945,4.11413680572"
St-Galmier-Veauche	O	Veauche	Loire	"45.56586057,4.29326516661"
St-Étienne-Châteaucreux	O	St-Étienne	Loire	"45.4435644593,4.39955978608"
Ferrières-Fontenay	O	Fontenay-sur-Loing	Loiret	"48.0965951412,2.77219504561"
Cosne	O	Cosne-Cours-sur-Loire	Nièvre	"47.4139013523,2.93226034822"
St-Pierre-le-Moûtier	O	St-Pierre-le-Moûtier	Nièvre	"46.7933335057,3.11144205637"
Chantenay-St-Imbert	O	Chantenay-St-Imbert	Nièvre	"46.7281768648,3.17200750286"
Pierre-Bénite	O	Pierre-Bénite	Rhône	"45.7065441728,4.82485862133"
Moret-Veneux-les-Sablons	O	Veneux-les-Sablons	Seine-et-Marne	"48.3789692704,2.79793470428"
Souppes-Château-Landon	O	Souppes-sur-Loing	Seine-et-Marne	"48.1817849663,2.73501428041"
St-Fargeau	O	St-Fargeau	Yonne	"48.5645740869,2.5427047194"
Entrains	N	Entrains-sur-Nohain	Nièvre	"47.4646704607,3.26117254432"
Monéteau-Gurgy	O	Monéteau	Yonne	"47.8507529841,3.58003127231"
Auxerre-St-Gervais	O	Auxerre	Yonne	"47.7976111236,3.58546450797"
Prémery	N	Prémery	Nièvre	"47.171232923,3.33293145997"
Nevers	O	Nevers	Nièvre	"46.9873201786,3.15051569422"
Saulieu	O	Saulieu	Côte-d'Or	"47.2830464959,4.2358694271"
Avallon	O	Avallon	Yonne	"47.4958353131,3.91269278705"
Imphy	O	Imphy	Nièvre	"46.9323116783,3.25941112624"
Nevers-Le Banlay	O	Nevers	Nièvre	"47.006589358,3.16503574246"
Decize	O	Decize	Nièvre	"46.8374431303,3.46749854353"
Le Creusot	O	Le Creusot	Saône-et-Loire	"46.8084458606,4.42999229067"
Chagny	O	Chagny	Saône-et-Loire	"46.9072494006,4.74932439942"
Dracy-St-Loup	O	Dracy-St-Loup	Saône-et-Loire	"47.0070662,4.34069373159"
Epiry-Montreuillon	N	Epiry	Nièvre	"47.157723447,3.73033872801"
Cercy-la-Tour	O	Cercy-la-Tour	Nièvre	"46.8577067223,3.64498940099"
Tamnay-Châtillon	N	Tamnay-en-Bazois	Nièvre	"47.0535538267,3.72357427101"
Montceau-les-Mines	O	Montceau-les-Mines	Saône-et-Loire	"46.6705115664,4.36110531544"
Blanzy	N	Blanzy	Saône-et-Loire	"46.6939929144,4.39126160168"
Montbeugny	O	Montbeugny	Allier	"46.532917413,3.4917613301"
Dompierre-Sept-Fons	O	Dompierre-sur-Besbre	Allier	"46.5264166016,3.67534300977"
Mâcon-Ville	O	Mâcon	Saône-et-Loire	"46.3027590622,4.82454635373"
Chalon-sur-Saône	O	Chalon-sur-Saône	Saône-et-Loire	"46.781625751,4.84261525403"
Les Flachères	O	Charbonnières-les-Bains	Rhône	"45.777273738,4.75409130876"
Millery-Montagny	N	Millery	Rhône	"45.6289317643,4.76114786233"
Chamelet	O	Chamelet	Rhône	"45.9816702576,4.50701624461"
Bois-d'Oingt-Légny	O	Légny	Rhône	"45.9065158122,4.57551913799"
St-Julien-Changy	O	St-Julien-de-Civry	Saône-et-Loire	"46.3871847348,4.25210636848"
Chauffailles	O	Chauffailles	Saône-et-Loire	"46.2074214945,4.34564667722"
Sain-Bel	O	Sain-Bel	Rhône	"45.8113182031,4.60169678609"
Écully-la-Demi-Lune	O	Tassin-la-Demi-Lune	Rhône	"45.7658040759,4.77914985258"
Charbonnières-les-Bains	O	Charbonnières-les-Bains	Rhône	"45.7822987603,4.73571961093"
Casino-Lacroix-Laval	O	La Tour-de-Salvagny	Rhône	"45.7884892291,4.72974509437"
Régny	O	Régny	Loire	"45.9876267909,4.21533756596"
Tarare	O	Tarare	Rhône	"45.8896697397,4.43938829195"
St-Romain-de-Popey	O	St-Romain-de-Popey	Rhône	"45.8617184039,4.54226179257"
St-Germain-au-Mont-d'Or	O	St-Germain-au-Mont-d'Or	Rhône	"45.8885251811,4.80453353326"
Sury-le-Comtal	O	Sury-le-Comtal	Loire	"45.5290551229,4.18250070142"
Aulnat-Aéroport	N	Aulnat	Puy-de-Dôme	"45.7920556558,3.16098536337"
St-Germain-des-Fossés	O	St-Germain-des-Fossés	Allier	"46.2090116909,3.43050776828"
Darsac	O	Vernassal	Haute-Loire	"45.1415961621,3.73788088107"
Olliergues	N	St-Gervais-sous-Meymont	Puy-de-Dôme	"45.67289197,3.63681977534"
Ennezat-Clerlande	N	Ennezat	Puy-de-Dôme	"45.9160810533,3.21700969004"
Gannat	O	Gannat	Allier	"46.0976178635,3.20486521975"
Alès	O	Alès	Gard	"44.1280316279,4.08496739617"
Chapeauroux	O	St-Bonnet-de-Montauroux	Lozère	"44.8378407628,3.74201357986"
Langogne	O	Langogne	Lozère	"44.7319841707,3.85862424521"
Le Saut-du-Loup	O	Beaulieu	Puy-de-Dôme	"45.4525043885,3.30269446331"
Sembadel	N	Sembadel	Haute-Loire	"45.2765995717,3.72181144623"
St-Just-sur-Loire	N	St-Just-St-Rambert	Loire	"45.510309012,4.27924841751"
Aurec	O	Aurec-sur-Loire	Haute-Loire	"45.370913454,4.19827377303"
Darsac	O	Vernassal	Haute-Loire	"45.1415961621,3.73788088107"
Vorey	O	Vorey	Haute-Loire	"45.183917175,3.91084506943"
Chamalières-sur-Loire	O	Chamalières-sur-Loire	Haute-Loire	"45.205990982,3.99255902995"
Firminy	O	Firminy	Loire	"45.3917431195,4.2861418336"
St-Étienne-Bellevue	O	St-Étienne	Loire	"45.4168601562,4.39258363766"
Le Pouzin	N	Le Pouzin	Ardèche	"44.7518645611,4.75006643603"
Bourg-St-Andéol	N	Bourg-St-Andéol	Ardèche	"44.374260166,4.64267576767"
Villeneuve-lès-Avignon	N	Villeneuve-lès-Avignon	Gard	"43.9567971621,4.79209428729"
Loire	N	Loire-sur-Rhône	Rhône	"45.5640355477,4.80484843211"
Le Teil (Ardèche)	N	Le Teil	Ardèche	"44.5526297117,4.68654429787"
St-Ambroix	O	St-Ambroix	Gard	"44.2596687116,4.19406775717"
Salindres	O	Salindres	Gard	"44.1731284896,4.15321209075"
Tarascon	O	Tarascon	Bouches-du-Rhône	"43.8012758544,4.65779203939"
Manduel-Redessan	O	Manduel	Gard	"43.8263407895,4.47935152242"
Bagnac	O	Bagnac-sur-Célé	Lot	"44.6651069792,2.16013005091"
Condat-St-Amandin	N	St-Amandin	Cantal	"45.3267023032,2.70436564063"
Neussargues	O	Neussargues-Moissac	Cantal	"45.1252790145,2.97912432532"
Millau	O	Millau	Aveyron	"44.1024282247,3.07437667997"
Aguessac	N	Aguessac	Aveyron	"44.1498124909,3.09859834585"
Banassac-La Canourgue	O	Banassac	Lozère	"44.4475642872,3.19625408347"
Aumont-Aubrac	O	Aumont-Aubrac	Lozère	"44.7181952478,3.28335651533"
St-Chély-d'Apcher	O	St-Chély-d'Apcher	Lozère	"44.8016945258,3.27079780012"
Le Bruel	O	Esclanèdes	Lozère	"44.4812099015,3.35828546304"
Rodez	O	Rodez	Aveyron	"44.3631903859,2.57785056356"
Sète-Bassin-de-Thau (Mèze)	N	Mèze	Hérault
Paulhan	N	Paulhan	Hérault	"43.5381058518,3.46067139688"
Clermont-l'Hérault	N	Clermont-l'Hérault	Hérault	"43.6356050324,3.4382103057"
Capestang	N	Capestang	Hérault
Mirepeisset-Argeliers	N	Sallèles-d'Aude	Aude	"43.2893757469,2.90571048867"
Revel-Sorèze	N	Revel	Haute-Garonne	"43.4628750001,1.99983892996"
Albi-Madeleine	O	Albi	Tarn	"43.9386203408,2.14102461655"
Carmaux	O	Carmaux	Tarn	"44.0488548538,2.15189251142"
Mazamet	O	Aussillon	Tarn	"43.4978910757,2.37480743569"
Moulin-Galant	O	Corbeil-Essonnes	Essonne	"48.5861634552,2.47353996261"
Mignères-Gondréville	N	Mignères	Loiret	"48.0423944335,2.63230758349"
Malesherbes	O	Malesherbes	Loiret	"48.2934100138,2.40099439245"
St-Fargeau	O	St-Fargeau-Ponthierry	Seine-et-Marne	"48.5645740869,2.5427047194"
Herbeauvilliers	N	Buthiers	Seine-et-Marne	"48.2879502722,2.480565149"
Montargis	O	Montargis	Loiret	"48.0069223533,2.74310106568"
Triguères	N	Triguères	Loiret	"47.9398366314,2.9792928154"
Courtenay	N	Courtenay	Loiret	"48.0366577443,3.05708781277"
Villeneuve-sur-Allier	O	Villeneuve-sur-Allier	Allier	"46.659119112,3.24686527379"
La Ferté-Hauterive	N	La Ferté-Hauterive	Allier	"46.3901858031,3.35443801843"
St-Germain-des-Fossés	O	St-Germain-des-Fossés	Allier	"46.2090116909,3.43050776828"
St-Jodard	O	St-Jodard	Loire	"45.8858416007,4.12522685022"
Bouthéon	O	Andrézieux-Bouthéon	Loire	"45.5246396852,4.27776382669"
Villechaud	O	Cosne-Cours-sur-Loire	Nièvre	"47.3734322834,2.90061532103"
Tracy-Sancerre	O	Tracy-sur-Loire	Nièvre	"47.3375511056,2.88065070386"
Garchizy	O	Garchizy	Nièvre	"47.0429817628,3.08600318002"
Vauzelles	O	Varennes-Vauzelles	Nièvre	"47.0013765338,3.13436794703"
Trèves-Burel	N	Trèves	Rhône	"45.5452500029,4.67100064678"
Lyon-Perrache-Voyageurs	O	Lyon-02	Rhône	"45.7480885397,4.82319403707"
Bourron-Marlotte-Grez	O	Bourron-Marlotte	Seine-et-Marne	"48.3327147865,2.69261419093"
Bagneaux-sur-Loing	O	Bagneaux-sur-Loing	Seine-et-Marne	"48.2304941873,2.70340073089"
Aix-en-Provence-TGV	O	Aix-en-Provence	Bouches-du-Rhône	"43.4552365701,5.3173067554"
Mâcon-Loché-TGV	O	Mâcon	Saône-et-Loire	"46.2827818189,4.77844322895"
Avignon-TGV	O	Avignon	Vaucluse	"43.921852204,4.78598868"
Cheny	O	Cheny	Yonne	"47.9476187676,3.5259250108"
Augy-Vaux	O	Augy	Yonne	"47.7662317038,3.61113593734"
Champs-St-Bris	O	Champs-sur-Yonne	Yonne	"47.7386232911,3.60370020252"
Mailly-la-Ville	O	Mailly-la-Ville	Yonne	"47.6039258962,3.6749111109"
Châtel-Censoir	O	Châtel-Censoir	Yonne	"47.5377761772,3.63513993604"
Arzembouy	N	Arzembouy	Nièvre	"47.2524529572,3.38093053316"
Guérigny	N	Guérigny	Nièvre	"47.0917392069,3.19693798701"
Arcy-sur-Cure	O	Arcy-sur-Cure	Yonne	"47.6008232622,3.76694203258"
Époisses	N	Époisses	Côte-d'Or	"47.5023600018,4.1790528462"
Semur-en-Auxois	N	Semur-en-Auxois	Côte-d'Or	"47.4882061197,4.3419460961"
Maison-Dieu (Yonne)	O	Sceaux	Yonne	"47.5029298156,4.02133621734"
Béard	O	Béard	Nièvre	"46.8646107946,3.31826299162"
St-Symphorien-de-Marmagne	O	St-Symphorien-de-Marmagne	Saône-et-Loire	"46.8443982463,4.33718379532"
St-Julien-Écuisses	N	St-Julien-sur-Dheune	Saône-et-Loire	"46.7692803268,4.52795761444"
Brion-Laizy	O	Laizy	Saône-et-Loire	"46.9084895758,4.20699342077"
Clamecy	O	Clamecy	Nièvre	"47.4667401747,3.52059693618"
Flez-Cuzy-Tannay	O	Tannay	Nièvre	"47.3630168957,3.61513480021"
Tamnay-Châtillon	N	Tamnay-en-Bazois	Nièvre	"47.0535538267,3.72357427101"
Galuzot	O	St-Vallier	Saône-et-Loire	"46.6420675853,4.33007879973"
Blanzy-Poste	O	Blanzy	Saône-et-Loire	"46.7016401236,4.40112175788"
Paray-le-Monial	O	Paray-le-Monial	Saône-et-Loire	"46.4470105648,4.11350667987"
Dommartin-Lissieu	O	Dommartin	Rhône	"45.8399993672,4.73407441341"
Dardilly-les-Mouilles	O	Écully	Rhône	"45.7964755635,4.76007744516"
Chaponost	O	Chaponost	Rhône	"45.6988467967,4.76464915436"
Givors-Canal	O	Givors	Rhône	"45.5960679571,4.77237523926"
Lamure-sur-Azergues	O	Lamure-sur-Azergues	Rhône	"46.0610524687,4.4923134057"
Ternand	O	Ternand	Rhône	"45.9449290957,4.53372399027"
Châtillon-d'Azergues	O	Châtillon	Rhône	"45.8751729297,4.64518632108"
Lozanne	O	Lozanne	Rhône	"45.8541681913,4.68268507942"
Lyon-St-Paul	O	Lyon-05	Rhône	"45.7663498413,4.82558187082"
Lyon-Gorge-de-Loup	O	Lyon-09	Rhône	"45.7659563294,4.80452459055"
Tassin	O	Tassin-la-Demi-Lune	Rhône	"45.7617575775,4.75865272479"
Le Coteau	O	Le Coteau	Loire	"46.0235542133,4.08631855575"
St-Romain-le-Puy	O	St-Romain-le-Puy	Loire	"45.5544153264,4.12082300952"
Noirétable	O	Noirétable	Loire	"45.8160149472,3.76119134173"
Thiers	O	Thiers	Puy-de-Dôme	"45.8612049819,3.54328141591"
Courpière	N	Courpière	Puy-de-Dôme	"45.7577563652,3.54444383786"
Ambert	N	Ambert	Puy-de-Dôme	"45.5491643116,3.73479279379"
Arlanc	N	Arlanc	Puy-de-Dôme	"45.4121143936,3.72867771461"
Vichy	O	Vichy	Allier	"46.1268392124,3.43072483561"
Cusset	N	Cusset	Allier	"46.1389873056,3.4579022516"
Bayet	N	Bayet	Allier	"46.2434285468,3.27889765272"
Barberier-Brout-Vernet	N	Barberier	Allier	"46.2107863325,3.26237334613"
Grand'Combe-La Pise	O	La Grand-Combe	Gard	"44.2097170526,4.03258848926"
Boucoiran	O	Boucoiran-et-Nozières	Gard	"43.9927301401,4.18754351752"
Arvant	O	Bournoncle-St-Pierre	Haute-Loire	"45.365318542,3.31053930056"
