"INSEE";"Appellation courante";"Date de protection";"Statut"
"67482";"Eglise protestante Saint-Pierre-le-Vieux";"1981";"propriété d'une association"
"67482";"Maison";"1929";"propriété privée"
"67482";"Hôtel Magnus";"2014";"propriété d'une association"
"67482";"Maison Kammerzell";"1929";"propriété d'une association"
"67482";"Maison";"1929";"propriété privée"
"67482";"Maison";"1931";"propriété privée"
"67482";"Parc de l'Orangerie";"1929";"propriété de la commune"
"67482";"Maison";"1929";"propriété privée"
"67482";"Ancien hôpital militaire Gaujot";"1929";"propriété de l'Etat"
"67482";"Loge maçonnique";"1993";"propriété d'une société privée"
"67482";"Restes de l'enceinte du Moyen Age";"1929";"propriété de la commune"
"67482";"Maison";"1929";"propriété privée"
"67482";"Ancien Hôtel Brackenhoffer";"1934";"propriété d'une association"
"67482";"Maison Ferrier";"1930";"propriété privée"
"67482";"Ancienne douane";"1948";"propriété de la commune"
"67482";"Maison";"1929";"propriété privée"
"67482";"Maison";"1984";"propriété privée"
"67482";"Maison";"1978";"propriété d'une société privée"
"67482";"Ancien poêle du Miroir";"1984";"propriété d'une société privée"
"67482";"Maison";"1929";"propriété d'un organisme professionnel"
"67482";"Maison";"1929";"propriété privée"
"67482";"Maison";"1929";"propriété privée"
"67482";"Grand Séminaire";"1939";"propriété de l'Etat"
"67482";"Ancien corps de garde de la Porte des Juifs";"1988";"propriété de la commune"
"67482";"Ancien Hôtel de Franck";"1929";"propriété d'une société privée"
"67482";"Maison";"1929";"propriété privée"
"67482";"Maison";"1927";"propriété de la commune"
"67482";"Ancien Hôtel des Zorn de Bulach";"1929";"propriété privée"
"67482";"Maison";"1929";"propriété privée"
"67482";"Ancienne manufacture des tabacs";"2016";"propriété d'une société privée"
"67482";"Ecole municipale des Arts décoratifs";"1981";"propriété de la commune"
"67482";"Direction régionale des Douanes";"1992";"propriété de l'Etat"
"67482";"Haras national";"1922";"propriété de la commune"
"67482";"Immeuble";"1984";"propriété de la commune"
"67482";"Maison";"1978";"propriété privée"
"67482";"Maison";"1929";"propriété privée"
"67482";"Maison";"1929";"propriété d'une association"
"67482";"Faubourg-jardin du Stockfeld";"1996";"propriété d'une société privée"
"67482";"Maison";"1965";"propriété d'une société privée"
"67482";"Maison";"1937";"propriété privée"
"67482";"Monument du Général Desaix";"1922";"propriété de l'Etat"
"67482";"Faculté de Droit";"2005";"propriété de l'Etat"
"67482";"Maison Williame";"1931";"propriété privée"
"67482";"Anciennes glacières";"1991";"propriété d'une société privée ; propriété de l'Etat"
"67482";"Eglise protestante Saint-Paul de Koenigshoffen";"1997";"propriété de la commune"
"67482";"Maison";"1929";"propriété privée"
"67482";"Maison";"1937";"propriété privée"
"67482";"Palais des Fêtes";"2007";"propriété de la commune"
"67482";"Maison";"1929";"propriété privée"
"67482";"Ancienne maison du négociant Rubin dite maison A l'Ange";"2000";"propriété d'une société privée"
"67482";"Ancien Hôtel de Neuwiller";"1985";"propriété de la commune"
"67482";"Citadelle et abords";"1922";"propriété de l'Etat ; propriété privée ; propriété de la commune"
"67482";"Maison du 16e siècle";"1927";"propriété privée"
"67482";"Ancienne commanderie Saint-Jean";"1971";"propriété de la commune"
"67482";"Ancien Hôtel de Marabail";"1929";"propriété privée"
"67482";"Immeuble";"1988";"propriété d'une société privée"
"67482";"Maison";"1929";"propriété d'une société privée"
"67482";"Immeuble";"2015";"propriété privée"
"67482";"Ancien bâtiment ministériel (est) , Préfecture du Bas-Rhin";"1996";"propriété de l'Etat"
"67482";"Immeuble";"1975";"propriété privée"
"67482";"Maison";"1984";"propriété de la commune"
"67482";"Villa dite Stempel";"2008";"propriété privée"
"67482";"Maison";"1929";"propriété privée"
"67482";"Maison";"1929";"propriété privée"
"67482";"Maison";"1984";"propriété d'une société privée"
"67482";"Maison";"1927";"propriété privée"
"67482";"Maison";"1929";"propriété privée"
"67482";"Maison";"1929";"propriété privée"
"67482";"Maison";NA;"propriété d'une société privée"
"67482";"Maisons";"1929";"propriété privée ; propriété d'une société privée"
"67482";"Bâtiment de l'Aubette";"1929";"propriété de la commune"
"67482";"Maison du sculpteur Alfred Marzolff";"2002";"propriété publique"
"67482";"Maison";"1934";"propriété privée"
"67482";"Immeuble";"1997";"propriété d'une société privée"
"67482";"Maison";"1929";"propriété privée"
"67482";"Hôtel";"1986";"propriété privée"
"67482";"Maison";"1929";"propriété privée"
"67482";"Maison";"1929";"propriété privée"
"67482";"Maison";"1929";"propriété privée"
"67482";"Hôtel de ville, ancien Hôtel de Hanau";"1921";"propriété de la commune"
"67482";"Cloître de l'église Saint-Pierre-le-Jeune";"1999";"propriété de la commune ; propriété d'une association cultuelle"
"67482";"Eglise Saint-Thomas";"1862";"propriété d'une association"
"67482";"Ensemble paroissial Saint-Arbogast";"2022";"propriété privée"
"67482";"Poste d'aiguillage S.N.C.F.";"1988";"propriété d'un établissement public de l'Etat"
"67482";"Cour du Corbeau ou Hôtel dit du Corbeau";"1930";"propriété de la commune"
"67482";"Eglise protestante Saint-Pierre-le-Jeune";"1862";"propriété de la commune"
"67482";"Ancien hôtel d'Andlau-Klinglin";"1921";"propriété de l'Etat"
"67482";"Maison";"1927";"propriété de la commune"
"67482";"Ancienne Chambre de la taille et des subhastations";"1937";"propriété privée"
"67482";"Ancienne Maison Baer";"1929";"propriété privée"
"67482";"Ancienne bibliothèque impériale, universitaire et régionale, Bibliothèque nationale et universitaire de Strasbourg";"2004";"propriété d'un établissement public de l'Etat"
"67482";"Ensemble paroissial Saint-Joseph de Koenigshoffen";"2019";"propriété de la commune"
"67482";"Maison";"1931";"propriété d'une association"
"67482";"Maison";"1929";"propriété privée"
"67482";"Maison dite Aux Cigognes";"1929";"propriété privée"
"67482";"Ancien magasin Neunreiter, actuellement centre européen d'actions artistiques contemporains (CEAAC)";"2015";"propriété privée"
"67482";"Ancien hôtel Hammerer dit Cour des Couples";"1927";"propriété d'une association"
"67482";"Château d'eau";"1984";"propriété privée"
"67482";"Jardin botanique";"1990";"propriété de l'Etat"
"67482";"Eglise réformée Saint-Paul";"1998";"propriété d'une association cultuelle"
"67482";"Maison";"1929";"propriété privée"
"67482";"Ancien Hôtel du Commandant en chef d'Alsace (ancien Hôtel du Bourg), ancien Palais de Justice, puis Hôtel de Police ou ancien hôtel du Gouverneur militaire ou du Maréchal de Bourg";"2013";"propriété d'une communauté urbaine"
"67482";"Hôtel de l'Epine";"1946";"propriété de l'Etat"
"67482";"Théâtre municipal, actuellement Opéra du Rhin";"1921";"propriété de la commune"
"67482";"Maison";"1929";"propriété privée"
"67482";"Maison Saré";"1927";"propriété de la commune"
"67482";"Eglise Sainte-Madeleine";"1898";NA
"67482";"Immeuble";"2009";"propriété de la commune ; propriété privée"
"67482";"Maison";"1929";"propriété privée"
"67482";"Ancien Hôtel Klinglin dit Petit Broglie, actuellement Hôtel du préfet";"1970";"propriété de la commune"
"67482";"Ancien Hôtel Weitz";"1986";"propriété privée"
"67482";"Maison";"1931";"propriété privée"
"67482";"Maison Bowe";"1995";"propriété privée"
"67482";"Maison";"1927";"propriété privée"
"67482";"Immeuble";"1988";"propriété d'une société privée"
"67482";"Monument du général Kléber";NA;NA
"67482";"Maison";"1931";"propriété privée"
"67482";"Maison";"1935";"propriété d'une association"
"67482";"Maison";"1929";"propriété privée"
"67482";"Maison";"1929";"propriété privée"
"67482";"Immeuble";"1978";"propriété de la commune"
"67482";"Maison";"1986";"propriété privée"
"67482";"Hôtel Brion, puis pension de famille appelée Hôtel Marguerite";"1975";"propriété privée"
"67482";"Ancien palais de la Diète d'Alsace-Lorraine, actuellement Ecole supérieure d'Art dramatique, Conservatoire de musique et Théâtre national de Strasbourg";"1992";"propriété de l'Etat"
"67482";"Hôtel";"1935";"propriété privée"
"67482";"Lycée international des Pontonniers";"2002";"propriété de la commune"
"67482";"Immeuble";"2009";"propriété privée"
"67482";"Maison";"1929";"propriété privée"
"67482";"Ancien Hôtel de Furstemberg";"1929";"propriété privée"
"67482";"Ancien hôtel des Boecklin de Boecklinsau, puis du Directoire de la noblesse de Basse-Alsace";"1927";"propriété d'une association"
"67482";"Maison";"1929";"propriété privée"
"67482";"Bâtiments canoniaux";"1999";"propriété d'une société privée"
"67482";"Ancien Hôtel de Rathsamhausen";"1929";"propriété privée"
"67482";"Immeuble";"1946";"propriété privée"
"67482";"Maison";"1984";"propriété privée"
"67482";"Ancien Hôtel d'Andlau, annexe du Lycée Fustel de Coulanges";"1929";"propriété de la commune"
"67482";"Immeuble";"1990";"propriété privée"
"67482";"Maison";"1929";"propriété privée"
"67482";"Maison Kauw dite maison Lauth";"1928";"propriété privée"
"67482";"Maison";"1929";"propriété privée"
"67482";"Maison";"1937";"propriété de la commune"
"67482";"Cathédrale Notre-Dame";"1862";"propriété de l'Etat"
"67482";"Immeuble";"1928";"propriété privée"
"67482";"Cimetière juif de Koenigshoffen";"2002";"propriété d'une association cultuelle"
"67482";"Immeubles";"1971";"propriété privée"
"67482";"Villa Faist";"2005";"propriété privée"
"67482";"Immeuble";"1978";"propriété privée"
"67482";"Maison";"1937";"propriété privée"
"67482";"Palais de Justice";"1992";"propriété de l'Etat"
"67482";"Ancien silo à céréales";"1995";"propriété privée"
"67482";"Maison";"1937";"propriété privée"
"67482";"Villa Osterloff";"1985";"propriété privée"
"67482";"Lycée Fustel de Coulanges, ancien Collège des Jésuites";"1929";"propriété de la commune"
"67482";"Fortifications allemandes, front nord et nord-ouest";"2009";"propriété de la commune"
"67482";"Maison de la Radio";"1983";"propriété d'une société privée"
"67482";"Palais des Rohan, actuellement Musée archéologique et Musée des Beaux Arts et Arts Décoratifs";"1920";"propriété de la commune"
"67482";"Maison des Tanneurs";"1927";"propriété privée"
"67482";"Immeuble";"1947";"propriété privée"
"67482";"Immeuble";"1998";"propriété privée"
"67482";"Maison";"1953";"propriété privée"
"67482";"Immeuble";"1975";"propriété privée"
"67483";"Banc-reposoir napoléonien";"1988";"propriété du département"
"67483";"Synagogue";"1987";"propriété d'une association"
"67485";"Eglise d'Offenheim";"1898";"propriété de la commune"
"67487";"Ancienne collégiale Saint-Arbogast";"1874";"propriété de la commune"
"67487";"Maison";"1984";"propriété privée"
"67490";"Château de Thanvillé";"1988";"propriété d'une société privée"
"67492";"Ancienne synagogue";"1996";"propriété privée"
"67499";"Ruines du château Bilstein";"1898";"propriété de l'Etat"
"67503";"Banc-reposoir napoléonien";"1988";"propriété du département"
"67504";"Eglise Saint-Blaise";"1986";"propriété de la commune"
"67504";"Chapelle Sainte-Marguerite";"1932";"propriété de la commune"
"67506";"Maison";NA;"propriété privée"
"67507";"Presbytère catholique";"2014";"propriété de la commune"
"67507";"Eglise Notre-Dame de l'Assomption";"2015";"propriété de la commune"
"67507";"Ancien cimetière bourgeois";"1995";"propriété de la commune"
"67511";"Abbaye Saint-Walburge";"1862";"propriété de la commune"
"67514";"Thermes gallo-romains (également sur commune de Mackwiller)";"1930";"propriété de la commune"
"67517";"Maison";NA;"propriété privée"
"67517";"Site de l'ancien château";"1993";"propriété privée"
"67517";"Eglise simultanée Saint-Etienne";"1999";"propriété de la commune"
"67517";"Anciennes fortifications";"1931";"propriété de la commune"
"67519";"Moulin à huile";"2001";"propriété privée"
"67520";"Restes de l'ancien château";"1931";"propriété de la commune"
"67520";"Cimetière protestant";"1937";"propriété de la commune"
"67520";"Maison";"1931";"propriété privée"
"67520";"Maison";"1931";"propriété privée"
"67520";"Maison";"1931";"propriété privée"
"67520";"Ancienne Papeterie Pasquay";"1988";"propriété privée"
"67520";"Fontaine près de la mairie";"1931";NA
"67523";"Borne milliaire gallo-romaine";"1934";"propriété de la commune"
"67524";"Eglise protestante";"1921";"propriété de la commune"
"67525";"Maison";"1931";"propriété privée"
"67525";"Maison";"1931";"propriété privée"
"67525";"Vestiges des anciennes fortifications";"2000";"propriété de la commune ; propriété d'une société privée"
"67525";"Fontaine près de la mairie";"1931";"propriété de la commune"
"67525";"Synagogue";"1990";"propriété d'une association"
"67525";"Maison";"1931";"propriété privée"
"67525";"Maison";"1931";"propriété privée"
"67525";"Maison";"1931";"propriété privée"
"67525";"Maison";"1934";"propriété privée"
"67525";"Eglise protestante Saint-Martin";"1997";"propriété de la commune"
"67525";"Maison";"1931";"propriété privée"
"67527";"Banc-reposoir napoléonien";"1988";"propriété de la commune"
"67528";"Banc-reposoir napoléonien";"1988";"propriété du département"
"67529";"Eglise catholique Saint-Michel";"1930";"propriété de la commune"
"67532";"Eglise";"1900";"propriété de la commune"
"67534";"Manoir de Wangen";"2003";"propriété privée ; propriété de la commune"
"67535";"Eglise protestante";"1995";"propriété de la commune"
"67535";"Maison et moulin à huile";"1984";"propriété privée"
"67536";"Ruines du château du Vieux-Windstein";"1984";"propriété d'une société privée"
"67536";"Ruines du château du Nouveau-Windstein";"1983";"propriété d'une société privée"
"67537";"Château de Loewenstein";"1898";"propriété de l'Etat"
"67537";"Château de Hohenbourg";"1898";"propriété de l'Etat"
"67538";"Ancienne verrerie du Hochberg";"1996";"propriété privée ; propriété de la commune"
"67538";"Site du Hochberg ou ancien château Teutsch";"1996";"propriété d'une association"
"67539";"Eglise Saint-Nicolas";"1984";"propriété de la commune"
"67544";"Eglise catholique Saint-Ulrich, ou église d'Altenstadt";"1898";"propriété de la commune"
"67544";"Ancienne Maison des Tanneurs";"1929";"propriété privée"
"67544";"Maison";"1935";"propriété privée"
"67544";"Canal de la Lauter";"1997";"propriété de la commune ; propriété privée"
"67544";"Maison Vogelsberger";"1929";"propriété de l'Etat"
"67544";"Maison du 16e siècle";"1929";"propriété privée"
"67544";"Maison";"1935";"propriété privée"
"67544";"Château Saint-Rémy d'Altenstadt";"1989";"propriété de la commune"
"67544";"Musée Westercamp";"1935";"propriété de la commune"
"67544";"Ancien doyenné";"1994";"propriété du département"
"67544";"Obélisque du roi de Rome";"1986";"propriété de la commune"
"67544";"Ancien hôtel du prêteur royal Von Neubeck";"1987";"propriété privée"
"67544";"Maison Wagenführer";"1938";NA
"67544";"Ancienne église des Dominicains";"1982";"propriété de la commune"
"67544";"Château du Geisberg";"1990";"propriété privée"
"67544";"Ancienne Maison Bürgerhof";"1935";"propriété privée"
"67544";"Maison Kobold";"1929";"propriété privée"
"67544";"Maison dite Maison des Chevaliers";"1990";"propriété privée"
"67544";"Hôpital Stanislas";"1929";"propriété d'une société privée"
"67544";"Maison dite Stern";"2008";"propriété privée"
"67544";"Chapelle Saint-Pierre-et-Paul";"1973";"propriété de la commune"
"67544";"Eglise protestante Saint-Jean-l'Evangéliste";"1898";NA
"67544";"Restes des anciennes fortifications";"1933";"propriété de la commune"
"67544";"Maison";"1935";"propriété privée"
"67544";"Ancien hôpital dit Maison du sel";"1998";"propriété privée"
"67544";"Hôtel de ville";"1929";"propriété de la commune"
"67544";"Eglise Saints-Pierre-et-Paul";"1930";NA
"67546";"Eglise catholique Saint-Ulrich";"1934";"propriété de la commune"
"67550";"Banc-reposoir dit de L'Impératrice";"1982";"propriété de la commune"
"67550";"Château";"2002";"propriété de la commune"
"67551";"Eglise protestante Saint-Pierre";"1934";"propriété de la commune"
"67552";"Banc-reposoir napoléonien";"1988";"propriété du département"
"67552";"Pont sur l'Isch";"1986";"propriété de la commune"
"68004";"Maison";"1937";"propriété privée"
"68004";"Hôpital Saint-Morand";"1937";"propriété de la commune"
"68004";"Maison";"1937";"propriété privée"
"68004";"Maison et tour sur la muraille";"2012";"propriété d'une société privée"
"68004";"Ancienne maison du Bailli";"1986";"propriété de la commune"
"68004";"Vieille porte de ville";"1937";"propriété de la commune"
"68004";"Eglise Saint-Morand";"1937";"propriété de la commune"
"68004";"Fontaine de la Vierge";"1987";"propriété de la commune"
"68004";"Hôtel de ville";"1937";"propriété de la commune"
"68004";"Maison";"1937";"propriété de la commune"
"68005";"Vestiges de l'ancien château de Meywihr";"1956";"propriété privée"
"68005";"Tour du Pétrole ou des Citoyens (Tour des Bourgeois)";"1931";"propriété de la commune"
"68005";"Maison";"1931";"propriété privée"
"68005";"Tour des Voleurs";"1931";"propriété de la commune"
"68005";"Ancienne enceinte fortifiée urbaine";"1993";"propriété privée ; propriété de la commune"
"68005";"Fontaine de l'Homme Sauvage";"1965";"propriété de la commune"
"68005";"Eglise de pèlerinage de la Visitation de la Bienheureuse Vierge Marie, dite Chapelle Notre-Dame-des-Trois-Epis";"1988";"propriété de la commune"
"68005";"Restes de l'hôtel de ville";"1965";"propriété de la commune"
"68005";"Eglise catholique Saint-Martin";"1946";"propriété de la commune"
"68005";"Porte Haute";"1931";"propriété de la commune"
"68014";"Eglise catholique Saint-Jacques-le-Majeur";"1935";"propriété de la commune"
"68019";"Eglise catholique Saint-Michel";"1901";"propriété de la commune"
"68023";"Fontaine gothique";"1922";"propriété de la commune"
"68023";"Pierres tombales près de l'église protestante";"1898";"propriété de la commune"
"68024";"Maison et moulin";"1934";"propriété privée"
"68026";"Puits";"1932";NA
"68026";"Eglise catholique Saints-Pierre-et-Paul";"1931";"propriété de la commune"
"68026";"Monument aux morts, dit monument de la Fidélité";"1996";"propriété d'un établissement public communal"
"68028";"Fontaine";"1929";"propriété de la commune"
"68028";"Maison";"1929";"propriété privée"
"68028";"Hôtel de ville";"1929";"propriété de la commune"
"68028";"Immeuble";"1947";NA
"68028";"Ancienne Cour des Dîmes";"1947";NA
"68028";"Vestiges des anciennes fortifications";"1948";"propriété de la commune ; propriété privée"
"68028";"Maison";"1929";"propriété privée"
"68028";"Eglise catholique de l'Assomption de la Bienheureuse Vierge Marie";"1985";"propriété de la commune"
"68028";"Maison";"1929";"propriété privée"
"68028";"Ancienne commanderie de Templiers, dite Le Tempelhof";"2000";"propriété privée"
"68028";"Maison";"1935";"propriété privée"
"68028";"Synagogue";"1990";"propriété privée"
"68028";"Maison";"2000";"propriété privée"
"68028";"Château de Reichenberg";"1995";"propriété privée"
"68028";"Ancienne maison d'école";"1929";"propriété de la commune"
"68029";"Motte castrale";"1985";"propriété privée"
"68030";"Eglise catholique Saint-Benoit";"1993";"propriété de la commune"
"68036";"Vicus gallo-romain de la Oedenbourg";"1989";"propriété privée ; propriété de la commune"
"68042";"Chapelle Notre-Dame-du-Chêne";"1986";"propriété de la commune"
"68043";"Château de Bollwiller";"2007";"propriété d'une association ; propriété de la commune"
"68044";"Champ de bataille de la Tête-des-Faux (également sur commune de Lapoutroie)";"1932";"propriété de l'Etat"
"68049";"Ancien couvent de Luppach";"1981";"propriété d'une société privée"
"68055";"Maison";"1986";"propriété privée"
"68058";"Ruines du château de Hugstein";NA;NA
"68058";"Maison d'habitation";"1989";"propriété privée"
"68058";"Eglise catholique Saint-Jean-Baptiste";"1863";"propriété de la commune"
"68063";"Eglise catholique Saint-Etienne";"2002";"propriété de la commune"
"68063";"Ancien tribunal cantonal";"2002";"propriété de l'Etat"
"68063";"Anciennes fortifications";"1937";"propriété de la commune"
"68063";"Remparts";"1920";"propriété de la commune"
"68066";"Maison";"1929";"propriété privée"
"68066";"Cour d'Assises";"1992";"propriété de l'Etat"
"68066";"Lycée Bartholdi";"1920";"propriété de la commune"
"68066";"Synagogue";"1984";"propriété d'une association"
"68066";"Maison";"1929";"propriété privée"
"68066";"Eglise protestante Saint-Matthieu, ancienne église des Franciscains";"1948";"propriété de la commune"
"68066";"Ancien hôtel de Reiset";"1929";"propriété de la commune"
"68066";"Maison";"1929";"propriété privée"
"68066";"Maison dite Maison Kern";"1990";"propriété privée"
"68066";"Loge maçonnique de Colmar";"2007";"propriété d'une association"
"68066";"Ancienne collégiale Saint-Martin";"1840";"propriété de la commune"
"68066";"Immeuble";"1975";"propriété privée"
"68066";"Maison";"1929";"propriété privée"
"68066";"Ancien corps de garde ou ancienne maison de police";"1958";"propriété de la commune"
"68066";"Maison";"1949";"propriété de la commune"
"68066";"Maison Adolphe";"1929";"propriété de la commune"
"68066";"Maison";"1929";"propriété d'une société privée"
"68066";"Maison";"1929";"propriété privée"
"68066";"Immeuble, actuellement ministère de la Justice";"1985";"propriété de l'Etat"
"68066";"Puits datant de 1584";"1937";"propriété de la commune"
"68066";"Ancien grenier médiéval";"1991";"propriété privée ; propriété d'une société privée"
"68066";"Maison";"1929";"propriété privée"
"68066";"Ancienne chancellerie";"1992";"propriété privée"
"68066";"Maison";"1989";"propriété privée"
"68066";"Maison dite Villa Boeschlin";"1997";"propriété d'une société privée"
"68066";"Enceintes du Moyen Age";"1929";"propriété de la commune"
"68066";"Maison";"1928";"propriété privée"
"68066";"Ancien hôpital";"1929";"propriété de la commune"
"68066";"Immeuble, actuellement service de l'enfance inadaptée";"1975";"propriété de la commune"
"68066";"Musée Bartholdi";"1926";"propriété de la commune"
"68066";"Statue du Général Rapp";"1945";"propriété de la commune"
"68066";"Maison Fleischhauer";"1929";"propriété d'une société privée"
"68066";"Maison Pfister";"1927";"propriété privée"
"68066";"Statue de l'amiral Bruat";"1946";"propriété de la commune"
"68066";"Ancien palais du Conseil Souverain d'Alsace, actuel Tribunal de Grande Instance";"1930";"propriété de l'Etat"
"68066";"Maison";"1929";"propriété privée"
"68066";"Couvent Sainte-Catherine";"1903";"propriété de la commune"
"68066";"Hôtel de ville";"1929";"propriété de la commune"
"68066";"Maison";"1929";"propriété privée"
"68066";"Maison";"1929";NA
"68066";"Maison des Têtes";"1898";"propriété d'une association"
"68066";"Maison";"1929";"propriété de la commune"
"68066";"Château d'eau";"1993";"propriété de la commune"
"68066";"Maison";"1930";"propriété privée"
"68066";"Couvent des Dominicains";"1948";"propriété de la commune"
"68066";"Maison Saint-Jean";"1903";NA
"68066";"Maison dite Maison Schongauer";"1929";"propriété privée"
"68066";"Ancien couvent des Unterlinden";"1852";"propriété de la commune"
"68066";"Maison";"1929";"propriété privée"
"68066";"Maison";"1929";"propriété privée"
"68066";"Maison";"1929";"propriété privée"
"68066";"Cour d'Appel";"1985";"propriété de l'Etat"
"68066";"Cimetière";"1930";"propriété de la commune"
"68066";"Bâtiments";"1992";"propriété d'une société privée"
"68066";"Gare centrale des voyageurs";"1984";"propriété d'un établissement public de l'Etat"
"68066";"Maisonnette Bohn";"1990";"propriété de la commune"
"68066";"Ancienne douane, dit aussi Koïfhus";"1930";"propriété de la commune"
"68066";"Ancien poêle des Laboureurs";"1929";"propriété privée"
"68068";"Motte féodale dite motte de Manspach";"1997";"propriété privée"
"68072";"Ancienne église";"1937";"propriété de la commune"
"68075";"Ancien manoir de Flaxlanden";"1988";"propriété de la commune"
"68078";"Ancien château impérial dit de Saint-Léon-Pfalz, ancien château des évêques de Strasbourg";"1903";"propriété d'une association"
"68078";"Maison";"1934";"propriété privée"
"68078";"Fontaine datée de 1557 située devant l'Ecole des Filles";"1934";"propriété de la commune"
"68078";"Ruines du château de Dagsbourg";"1840";"propriété de la commune"
"68078";"Eglise catholique Saints-Pierre-et-Paul";"1933";"propriété de la commune"
"68078";"Maison";"1934";"propriété privée"
"68082";"Hôtel de la Couronne, dit aussi Palais de la Régence";"1935";"propriété privée"
"68082";"Ancien système fortifié urbain";"1996";"propriété privée ; propriété de la commune ; propriété d'une société privée ; propriété d'un établissement public ; propriété de l'Etat"
"68082";"Maison";"1935";"propriété privée"
"68082";"Ancien collège des Jésuites, puis établissement pénitentiaire";"1987";"propriété de l'Etat"
"68082";"Maison";"1935";"propriété privée"
"68082";"Maison";"1935";"propriété privée"
"68082";"Maison";"1935";"propriété privée"
"68082";"Cimetière Saint-Martin";"1935";"propriété de la commune"
"68082";"Hôtel de ville";"1898";"propriété de la commune"
"68082";"Ancien hôtel particulier daté de 1764";"1994";"propriété de la commune ; propriété d'une société privée"
"68082";"Maison";"1935";"propriété privée"
"68082";"Ancien hôtel de l'Intendant d'Alsace, dit ancienne Ecole des Filles";"1990";"propriété de la commune"
"68084";"Eglise catholique Saints-Pierre-et-Paul";"1996";"propriété de la commune"
"68087";"Couvent";"1898";"propriété de la commune"
"68090";"Eglise catholique Saint-Bernard-de-Menthon";"1902";"propriété de la commune"
"68090";"Hôtel de ville";"1996";"propriété de la commune"
"68090";"Ruines du château";"1930";"propriété privée"
"68093";"Maison dite maison Landwerlin";"2009";"propriété de la commune"
"68106";"Ruines du château de Freundstein";"1922";"propriété privée"
"68111";"Eglise catholique Saint-Pantaléon";"1841";"propriété de la commune"
"68111";"Maison";"1934";"propriété privée"
"68111";"Pont daté de 1538 situé devant l'église";"1934";"propriété de la commune"
"68111";"Ferme de vigneron";"1999";"propriété privée"
"68111";"Maison";"1934";"propriété privée"
"68111";"Maison";"1934";"propriété privée"
"68112";"Immeuble";"1975";"propriété privée"
"68112";"Ancien couvent des Dominicains";"1920";"propriété de la commune ; propriété d'une société privée"
"68112";"Puits Saint-Léger";"1932";"propriété de la commune"
"68112";"Synagogue";"1984";"propriété d'une association"
"68112";"Ruines du château de Hugstein";"1898";NA
"68112";"Maison";"2011";"propriété privée"
"68112";"Chapelle Notre-Dame-du-Sehring";"1991";"propriété de la commune"
"68112";"Parc de la Marseillaise";"2013";"propriété de la commune"
"68112";"Abbaye";"1841";"propriété de la commune"
"68112";"Eglise Saint-Léger";"1842";"propriété de la commune"
"68112";"Hôtel de ville";"1975";"propriété de la commune"
"68112";"Immeuble";"1975";"propriété privée"
"68112";"Ancien hôtel du Grand-Doyenné";"1935";"propriété privée"
"68112";"Maison";"1935";"propriété privée"
"68112";"Maison";"1932";"propriété privée"
"68113";"Ancienne enceinte";"1932";"propriété privée"
"68113";"Restes des anciennes fortifications";"1932";"propriété de la commune"
"68116";"Eglise Sainte-Agathe";"1841";"propriété de la commune"
"68118";"Bâtiment dit Dorfhus";"1991";"propriété de la commune"
"68120";"Ancien château de la famille d'Eplingen";"2010";"propriété de la commune"
"68120";"Cimetière israélite";"1992";"propriété de la commune"
"68122";"Château";"1988";"propriété privée"
"68122";"Cimetière fortifié";"1920";"propriété de la commune"
"68122";"Champ de bataille de l'Hartmannswillerkopt dans la forêt communale (également sur communes de Soultz-Haut-Rhin, Uffholtz, Wattwiller et Wuenheim)";"1921";"propriété de l'Etat"
"68123";"Eglise catholique Sainte-Colombe";"1984";"propriété de la commune"
"68124";"Chapelle Saint-Brice";"2015";"propriété de la commune"
"68126";"Manoir dit Château de Hegenheim";"1990";"propriété privée"
"68127";"Château de Heidwiller";"1996";"propriété privée"
"68134";"Cimetière israélite";"2004";"propriété d'une association cultuelle"
"68134";"Anciens remparts";"1934";"propriété de la commune"
"68134";"Maison";"1934";"propriété privée"
"68134";"Eglise catholique Saint-Michel";"2001";"propriété de la commune"
"68139";"Parc de Reinach";"1996";"propriété privée"
"68139";"Château de Reinach";"1990";"propriété privée"
"68145";"Eglise mixte de Wihr-en-Plaine";"1898";"propriété de la commune"
"68147";"Ancien poêle du Conseil";"1999";"propriété privée"
"68147";"Eglise mixte Saint-Jacques-le-Majeur et son enceinte fortifiée";"1972";"propriété de la commune"
"68147";"Hôtel de ville";"1999";"propriété de la commune"
"68147";"Presbytère protestant";"1999";"propriété de la commune"
"68149";"Monument du général Chérin avec les bornes et les chaînes qui l'entourent";"1938";"propriété de la commune"
"68149";"Ancienne église catholique (paroissiale) Saint-Louis";"1938";"propriété de la commune"
"68149";"Tribunal d'Instance";"1992";"propriété de l'Etat"
"68149";"Monument du Général Abatucci";"1938";"propriété de la commune"
"68150";"Ruines des châteaux de Weckmund et de Wahlenbourg";"1840";"propriété de la commune"
"68151";"Ancien ensemble industriel dit Parc de Wesserling";"1998";"propriété du département ; propriété de la commune ; propriété privée"
"68152";"Chapelle Saint-Martin dite Burnkirch";"1958";"propriété de la commune"
"68152";"Ancienne église catholique Saint-Martin, actuellement dépot communal";"1991";"propriété de la commune"
"68152";"Enceinte protohistorique de Britzgyberg";"1989";"propriété de la commune ; propriété privée"
"68155";"Ancienne mairie";"1962";"propriété de la commune"
